COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode,Value
USA,United States,GDP_RCAP,Real GDP per capita,2013,2013,USD,US Dollar,Units,54593.63
USA,United States,GDP_RCAP,Real GDP per capita,2014,2014,USD,US Dollar,Units,55573.44
USA,United States,GDP_RCAP,Real GDP per capita,2015,2015,USD,US Dollar,Units,56796.55
USA,United States,GDP_RCAP,Real GDP per capita,2016,2016,USD,US Dollar,Units,57344.76
USA,United States,GDP_RCAP,Real GDP per capita,2017,2017,USD,US Dollar,Units,58330.14
USA,United States,GDP_RCAP,Real GDP per capita,2018,2018,USD,US Dollar,Units,59668.44
USA,United States,GDP_RCAP,Real GDP per capita,2019,2019,USD,US Dollar,Units,60695.55
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2000,2000,TOE,Tonnes of oil equivalent (toe),Units,1.631869
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2001,2001,TOE,Tonnes of oil equivalent (toe),Units,1.626024
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2002,2002,TOE,Tonnes of oil equivalent (toe),Units,1.639205
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2003,2003,TOE,Tonnes of oil equivalent (toe),Units,1.67595
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2004,2004,TOE,Tonnes of oil equivalent (toe),Units,1.729642
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2005,2005,TOE,Tonnes of oil equivalent (toe),Units,1.754813
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2006,2006,TOE,Tonnes of oil equivalent (toe),Units,1.784575
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2007,2007,TOE,Tonnes of oil equivalent (toe),Units,1.810188
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2008,2008,TOE,Tonnes of oil equivalent (toe),Units,1.809662
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2009,2009,TOE,Tonnes of oil equivalent (toe),Units,1.772725
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2010,2010,TOE,Tonnes of oil equivalent (toe),Units,1.847124
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2011,2011,TOE,Tonnes of oil equivalent (toe),Units,1.851643
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2012,2012,TOE,Tonnes of oil equivalent (toe),Units,1.857855
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2013,2013,TOE,Tonnes of oil equivalent (toe),Units,1.859395
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2014,2014,TOE,Tonnes of oil equivalent (toe),Units,1.862821
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2015,2015,TOE,Tonnes of oil equivalent (toe),Units,1.847043
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2016,2016,TOE,Tonnes of oil equivalent (toe),Units,1.837135
WLD,World,NRG_INT,"Energy intensity, TPES per capita",2017,2017,TOE,Tonnes of oil equivalent (toe),Units,1.851153
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2000,2000,PC,Percentage,Units,12.73013
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2001,2001,PC,Percentage,Units,12.52213
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2002,2002,PC,Percentage,Units,12.46592
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2003,2003,PC,Percentage,Units,12.27936
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2004,2004,PC,Percentage,Units,12.08103
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2005,2005,PC,Percentage,Units,12.04017
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2006,2006,PC,Percentage,Units,11.93715
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2007,2007,PC,Percentage,Units,11.89467
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2008,2008,PC,Percentage,Units,12.06855
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2009,2009,PC,Percentage,Units,12.39783
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2010,2010,PC,Percentage,Units,12.26757
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2011,2011,PC,Percentage,Units,12.34125
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2012,2012,PC,Percentage,Units,12.59801
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2013,2013,PC,Percentage,Units,12.85491
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2014,2014,PC,Percentage,Units,12.92205
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2015,2015,PC,Percentage,Units,13.11657
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2016,2016,PC,Percentage,Units,13.45486
WLD,World,RE_TPES,"Renewable energy supply, % total energy supply",2017,2017,PC,Percentage,Units,13.55241
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2000,2000,PC,Percentage,Units,18.33588
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2001,2001,PC,Percentage,Units,17.88014
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2002,2002,PC,Percentage,Units,17.82546
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2003,2003,PC,Percentage,Units,17.42456
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2004,2004,PC,Percentage,Units,17.8324
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2005,2005,PC,Percentage,Units,18.0237
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2006,2006,PC,Percentage,Units,18.14368
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2007,2007,PC,Percentage,Units,17.90682
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2008,2008,PC,Percentage,Units,18.54667
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2009,2009,PC,Percentage,Units,19.32675
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2010,2010,PC,Percentage,Units,19.51085
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2011,2011,PC,Percentage,Units,19.89029
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2012,2012,PC,Percentage,Units,20.84766
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2013,2013,PC,Percentage,Units,21.6611
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2014,2014,PC,Percentage,Units,22.26998
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2015,2015,PC,Percentage,Units,22.77481
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2016,2016,PC,Percentage,Units,23.74566
WLD,World,RE_NRG,"Renewable electricity, % total electricity generation",2017,2017,PC,Percentage,Units,24.48415
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2000,2000,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2001,2001,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2002,2002,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2003,2003,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2004,2004,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2005,2005,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2006,2006,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2007,2007,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2008,2008,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2009,2009,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2010,2010,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2011,2011,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2012,2012,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2013,2013,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2014,2014,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2015,2015,PC,Percentage,Units,100
WLD,World,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2016,2016,PC,Percentage,Units,100
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2000,2000,TONNE,Tonnes,Millions,161.617
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2001,2001,TONNE,Tonnes,Millions,166.59
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2002,2002,TONNE,Tonnes,Millions,166.904
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2003,2003,TONNE,Tonnes,Millions,169.919
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2004,2004,TONNE,Tonnes,Millions,171.659
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2005,2005,TONNE,Tonnes,Millions,167.49
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2006,2006,TONNE,Tonnes,Millions,163.262
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2007,2007,TONNE,Tonnes,Millions,164.115
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2008,2008,TONNE,Tonnes,Millions,164.823
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2009,2009,TONNE,Tonnes,Millions,160.072
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2010,2010,TONNE,Tonnes,Millions,170.762
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2011,2011,TONNE,Tonnes,Millions,158.412
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2012,2012,TONNE,Tonnes,Millions,157.156
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2013,2013,TONNE,Tonnes,Millions,156.791
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2014,2014,TONNE,Tonnes,Millions,149.503
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2015,2015,TONNE,Tonnes,Millions,157.858
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2016,2016,TONNE,Tonnes,Millions,158.034
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2017,2017,TONNE,Tonnes,Millions,155.612
NLD,Netherlands,CO2_PBEM,Production-based CO2 emissions,2018,2018,TONNE,Tonnes,Millions,150.869
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2000,2000,TONNE,Tonnes,Millions,812.312
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2001,2001,TONNE,Tonnes,Millions,831.479
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2002,2002,TONNE,Tonnes,Millions,817.902
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2003,2003,TONNE,Tonnes,Millions,820.688
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2004,2004,TONNE,Tonnes,Millions,804.625
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2005,2005,TONNE,Tonnes,Millions,786.931
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2006,2006,TONNE,Tonnes,Millions,798.682
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2007,2007,TONNE,Tonnes,Millions,767.019
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2008,2008,TONNE,Tonnes,Millions,773.893
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2009,2009,TONNE,Tonnes,Millions,720.183
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2010,2010,TONNE,Tonnes,Millions,758.848
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2011,2011,TONNE,Tonnes,Millions,731.242
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2012,2012,TONNE,Tonnes,Millions,745.142
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2013,2013,TONNE,Tonnes,Millions,763.652
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2014,2014,TONNE,Tonnes,Millions,723.112
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2015,2015,TONNE,Tonnes,Millions,729.684
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2016,2016,TONNE,Tonnes,Millions,734.487
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2017,2017,TONNE,Tonnes,Millions,718.794
DEU,Germany,CO2_PBEM,Production-based CO2 emissions,2018,2018,TONNE,Tonnes,Millions,696.131
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2000,2000,TONNE,Tonnes,Millions,431.897
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2001,2001,TONNE,Tonnes,Millions,445.863
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2002,2002,TONNE,Tonnes,Millions,435.895
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2003,2003,TONNE,Tonnes,Millions,437.779
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2004,2004,TONNE,Tonnes,Millions,459.79
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2005,2005,TONNE,Tonnes,Millions,457.672
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2006,2006,TONNE,Tonnes,Millions,464.712
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2007,2007,TONNE,Tonnes,Millions,477.414
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2008,2008,TONNE,Tonnes,Millions,488.844
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2009,2009,TONNE,Tonnes,Millions,502.089
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2010,2010,TONNE,Tonnes,Millions,550.916
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2011,2011,TONNE,Tonnes,Millions,573.761
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2012,2012,TONNE,Tonnes,Millions,575.466
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2013,2013,TONNE,Tonnes,Millions,574.551
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2014,2014,TONNE,Tonnes,Millions,562.679
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2015,2015,TONNE,Tonnes,Millions,582.047
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2016,2016,TONNE,Tonnes,Millions,589.212
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2017,2017,TONNE,Tonnes,Millions,600.034
KOR,Korea,CO2_PBEM,Production-based CO2 emissions,2018,2018,TONNE,Tonnes,Millions,605.775
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2000,2000,IDX,Index,Units,100
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2001,2001,IDX,Index,Units,102.327
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2002,2002,IDX,Index,Units,102.5493
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2003,2003,IDX,Index,Units,102.7089
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2004,2004,IDX,Index,Units,104.7476
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2005,2005,IDX,Index,Units,106.8959
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2006,2006,IDX,Index,Units,110.5955
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2007,2007,IDX,Index,Units,114.7681
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2008,2008,IDX,Index,Units,117.2589
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2009,2009,IDX,Index,Units,112.9592
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2010,2010,IDX,Index,Units,114.4759
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2011,2011,IDX,Index,Units,116.2517
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2012,2012,IDX,Index,Units,115.0539
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2013,2013,IDX,Index,Units,114.9041
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2014,2014,IDX,Index,Units,116.5396
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2015,2015,IDX,Index,Units,118.8229
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2016,2016,IDX,Index,Units,121.4271
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2017,2017,IDX,Index,Units,124.9617
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2018,2018,IDX,Index,Units,128.2076
NLD,Netherlands,GDP_R00,"Real GDP, Index 2000=100",2019,2019,IDX,Index,Units,130.5288
USA,United States,CO2_PBEM,Production-based CO2 emissions,2000,2000,TONNE,Tonnes,Millions,5729.875
USA,United States,CO2_PBEM,Production-based CO2 emissions,2001,2001,TONNE,Tonnes,Millions,5702.169
USA,United States,CO2_PBEM,Production-based CO2 emissions,2002,2002,TONNE,Tonnes,Millions,5545.478
USA,United States,CO2_PBEM,Production-based CO2 emissions,2003,2003,TONNE,Tonnes,Millions,5610.75
USA,United States,CO2_PBEM,Production-based CO2 emissions,2004,2004,TONNE,Tonnes,Millions,5688.778
USA,United States,CO2_PBEM,Production-based CO2 emissions,2005,2005,TONNE,Tonnes,Millions,5703.22
USA,United States,CO2_PBEM,Production-based CO2 emissions,2006,2006,TONNE,Tonnes,Millions,5602.45
USA,United States,CO2_PBEM,Production-based CO2 emissions,2007,2007,TONNE,Tonnes,Millions,5686.716
USA,United States,CO2_PBEM,Production-based CO2 emissions,2008,2008,TONNE,Tonnes,Millions,5512.513
USA,United States,CO2_PBEM,Production-based CO2 emissions,2009,2009,TONNE,Tonnes,Millions,5120.69
USA,United States,CO2_PBEM,Production-based CO2 emissions,2010,2010,TONNE,Tonnes,Millions,5352.12
USA,United States,CO2_PBEM,Production-based CO2 emissions,2011,2011,TONNE,Tonnes,Millions,5128.178
USA,United States,CO2_PBEM,Production-based CO2 emissions,2012,2012,TONNE,Tonnes,Millions,4903.01
USA,United States,CO2_PBEM,Production-based CO2 emissions,2013,2013,TONNE,Tonnes,Millions,5038.524
USA,United States,CO2_PBEM,Production-based CO2 emissions,2014,2014,TONNE,Tonnes,Millions,5046.565
USA,United States,CO2_PBEM,Production-based CO2 emissions,2015,2015,TONNE,Tonnes,Millions,4928.611
USA,United States,CO2_PBEM,Production-based CO2 emissions,2016,2016,TONNE,Tonnes,Millions,4838.476
USA,United States,CO2_PBEM,Production-based CO2 emissions,2017,2017,TONNE,Tonnes,Millions,4761.302
USA,United States,CO2_PBEM,Production-based CO2 emissions,2018,2018,TONNE,Tonnes,Millions,4921.126
WLD,World,CO2_PBEM,Production-based CO2 emissions,2000,2000,TONNE,Tonnes,Millions,23239.771
WLD,World,CO2_PBEM,Production-based CO2 emissions,2001,2001,TONNE,Tonnes,Millions,23588.433
WLD,World,CO2_PBEM,Production-based CO2 emissions,2002,2002,TONNE,Tonnes,Millions,23906.096
WLD,World,CO2_PBEM,Production-based CO2 emissions,2003,2003,TONNE,Tonnes,Millions,24942.655
WLD,World,CO2_PBEM,Production-based CO2 emissions,2004,2004,TONNE,Tonnes,Millions,26117.202
WLD,World,CO2_PBEM,Production-based CO2 emissions,2005,2005,TONNE,Tonnes,Millions,27074.804
WLD,World,CO2_PBEM,Production-based CO2 emissions,2006,2006,TONNE,Tonnes,Millions,27933.529
WLD,World,CO2_PBEM,Production-based CO2 emissions,2007,2007,TONNE,Tonnes,Millions,28983.814
WLD,World,CO2_PBEM,Production-based CO2 emissions,2008,2008,TONNE,Tonnes,Millions,29229.233
WLD,World,CO2_PBEM,Production-based CO2 emissions,2009,2009,TONNE,Tonnes,Millions,28845.301
WLD,World,CO2_PBEM,Production-based CO2 emissions,2010,2010,TONNE,Tonnes,Millions,30571.351
WLD,World,CO2_PBEM,Production-based CO2 emissions,2011,2011,TONNE,Tonnes,Millions,31392.577
WLD,World,CO2_PBEM,Production-based CO2 emissions,2012,2012,TONNE,Tonnes,Millions,31777.485
WLD,World,CO2_PBEM,Production-based CO2 emissions,2013,2013,TONNE,Tonnes,Millions,32362.856
WLD,World,CO2_PBEM,Production-based CO2 emissions,2014,2014,TONNE,Tonnes,Millions,32439.16
WLD,World,CO2_PBEM,Production-based CO2 emissions,2015,2015,TONNE,Tonnes,Millions,32430.863
WLD,World,CO2_PBEM,Production-based CO2 emissions,2016,2016,TONNE,Tonnes,Millions,32413.755
WLD,World,CO2_PBEM,Production-based CO2 emissions,2017,2017,TONNE,Tonnes,Millions,32839.858
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2000,2000,IDX,Index,Units,100
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2001,2001,IDX,Index,Units,101.6977
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2002,2002,IDX,Index,Units,101.4959
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2003,2003,IDX,Index,Units,100.7717
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2004,2004,IDX,Index,Units,101.9708
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2005,2005,IDX,Index,Units,102.7069
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2006,2006,IDX,Index,Units,106.6247
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2007,2007,IDX,Index,Units,109.8065
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2008,2008,IDX,Index,Units,110.8631
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2009,2009,IDX,Index,Units,104.5471
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2010,2010,IDX,Index,Units,108.9161
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2011,2011,IDX,Index,Units,113.1901
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2012,2012,IDX,Index,Units,113.665
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2013,2013,IDX,Index,Units,114.1517
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2014,2014,IDX,Index,Units,116.6924
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2015,2015,IDX,Index,Units,118.7225
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2016,2016,IDX,Index,Units,121.37
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2017,2017,IDX,Index,Units,124.3619
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2018,2018,IDX,Index,Units,126.2614
DEU,Germany,GDP_R00,"Real GDP, Index 2000=100",2019,2019,IDX,Index,Units,126.9738
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2000,2000,IDX,Index,Units,100
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2001,2001,IDX,Index,Units,104.8524
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2002,2002,IDX,Index,Units,112.9524
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2003,2003,IDX,Index,Units,116.5073
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2004,2004,IDX,Index,Units,122.5627
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2005,2005,IDX,Index,Units,127.8433
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2006,2006,IDX,Index,Units,134.5734
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2007,2007,IDX,Index,Units,142.3781
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2008,2008,IDX,Index,Units,146.6679
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2009,2009,IDX,Index,Units,147.8306
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2010,2010,IDX,Index,Units,157.8902
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2011,2011,IDX,Index,Units,163.7095
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2012,2012,IDX,Index,Units,167.6426
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2013,2013,IDX,Index,Units,172.948
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2014,2014,IDX,Index,Units,178.4866
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2015,2015,IDX,Index,Units,183.5005
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2016,2016,IDX,Index,Units,188.908
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2017,2017,IDX,Index,Units,194.8768
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2018,2018,IDX,Index,Units,200.0702
KOR,Korea,GDP_R00,"Real GDP, Index 2000=100",2019,2019,IDX,Index,Units,204.1379
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2000,2000,IDX,Index,Units,100
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2001,2001,IDX,Index,Units,100.9983
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2002,2002,IDX,Index,Units,102.7574
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2003,2003,IDX,Index,Units,105.6975
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2004,2004,IDX,Index,Units,109.7129
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2005,2005,IDX,Index,Units,113.5673
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2006,2006,IDX,Index,Units,116.8096
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2007,2007,IDX,Index,Units,119.0012
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2008,2008,IDX,Index,Units,118.8387
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2009,2009,IDX,Index,Units,115.824
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2010,2010,IDX,Index,Units,118.7934
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2011,2011,IDX,Index,Units,120.6357
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2012,2012,IDX,Index,Units,123.3495
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2013,2013,IDX,Index,Units,125.6217
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2014,2014,IDX,Index,Units,128.7949
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2015,2015,IDX,Index,Units,132.5403
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2016,2016,IDX,Index,Units,134.7111
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2017,2017,IDX,Index,Units,137.9034
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2018,2018,IDX,Index,Units,141.9403
USA,United States,GDP_R00,"Real GDP, Index 2000=100",2019,2019,IDX,Index,Units,145.2526
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2000,2000,IDX,Index,Units,100
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2001,2001,IDX,Index,Units,102.2817
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2002,2002,IDX,Index,Units,104.7699
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2003,2003,IDX,Index,Units,107.9916
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2004,2004,IDX,Index,Units,112.8293
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2005,2005,IDX,Index,Units,117.6556
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2006,2006,IDX,Index,Units,123.481
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2007,2007,IDX,Index,Units,129.581
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2008,2008,IDX,Index,Units,132.7014
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2009,2009,IDX,Index,Units,131.3269
G20,G20,GDP_R00,"Real GDP, Index 2000=100",2010,2010,IDX,Index,Units,137.9468
